id,name,type,quality,faction,cost,skill_summary,awakening,image,version,source
equip-643208,自然法杖,装备牌,2,无阵营,1,唯一。法术攻击力+20%，远程穿戴者每消耗40点法力值（近战80点法力值）会将随机1名敌人变成小猪，持续2秒。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/23dbcfc5e459cc03e51f9159a82c2d09c545b2e4d8ddd78220a38385c9cc5e5f.webp,官方 2026-08-28,官方卡牌资料
equip-643207,金色圣剑,装备牌,2,无阵营,1,唯一。获得30%（+15%法术攻击力）攻击速度。每次普通攻击附带20（+30%法术攻击力）点法术伤害。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/c38eeb6a1aa5e789bd9bf5dbf0e56a11569981961d0ea75545f7781ae16fe3fd.webp,官方 2026-08-28,官方卡牌资料
equipment-643704,红魔,装备牌,2,无阵营,1,唯一。周围1格没有友军时，获得25%伤害加成。每承受3%最大生命值的伤害，获得1%伤害加成，上限100%。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/a1875ce8de1fbef8748aebb47c3bb6a05f1050f271caed544aae38a7b9473c5e.webp,官方 2026-08-28,官方卡牌资料
equip-643301,影牙,装备牌,2,无阵营,1,攻击速度+50%。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/c42f3b4cbc964b661b105697224f1bbdf5a98e8fa4be0c68fcb59fa68c4dd9f6.webp,官方 2026-08-28,官方卡牌资料
equipment-643302,破晓,装备牌,2,无阵营,1,每次普通攻击降低目标3点物防，持续5秒。目标物防首次降为0时，附加1次目标15%最大生命值的物理伤害。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/8af54da6d6579662f81e24521e94aa82f43ab0057ed9215204afead99bd79b75.webp,官方 2026-08-28,官方卡牌资料
equipment-641010,凝渊,装备牌,2,无阵营,1,唯一。暴击率+20%。每次受击时提升1%暴击率，暴击率达到100%时提升100%移动速度。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/9a288440e72ad150932eca8ddd79c10ac43ae2ec0f7805c4abf2105b317bdf57.webp,官方 2026-08-28,官方卡牌资料
equipment-641015,日渊,装备牌,2,无阵营,1,唯一，限定远程英雄。普通攻击会释放飞箭，对生命值最低的2名敌人造成45%物理攻击力的物理伤害。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/1dd57fce02c569cc72a2801af553a3c87df639ae3ebfb50c59655bf02d865f28.webp,官方 2026-08-28,官方卡牌资料
equip-643703,名刀·司命,装备牌,2,无阵营,1,唯一。穿戴者首次受到致命伤害时会进入无敌和不可选中状态，持续1.5秒。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/d7619e375c88dbb0c3aa0f037e91642b5a675dbcbdb1911495a2b42953eeb6f1.webp,官方 2026-08-28,官方卡牌资料
equipment-643401,痛苦面具,装备牌,2,无阵营,1,唯一。单次魔法伤害超过目标最大生命值的8%时会使目标点燃：每秒造成75%法术攻击力的真实伤害，持续3秒。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/ba417b42915a69f05da2989adca56f22d26aaf9a09297df4157ec6cef7e4cc61.webp,官方 2026-08-28,官方卡牌资料
equip-643402,法源之杯,装备牌,2,无阵营,1,唯一。每秒回复5点法力值。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/13be764da3ce0c486c249b0948050b1f454112e4b522898d1b77017a79e52d43.webp,官方 2026-08-28,官方卡牌资料
equipment-643403,破茧之衣,装备牌,2,无阵营,1,唯一。战斗开始时，法力值+15，同时眩晕敌方等级最高3名英雄中的随机1名，持续1秒。目标每有10级，眩晕时间增加0.5秒，上限5秒。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/a1d39750f937869508019f3cfd4ad50df59570160301baf5931c72460446625d.webp,官方 2026-08-28,官方卡牌资料
equipment-643404,聚灵水晶,装备牌,2,无阵营,1,唯一。受击时额外获得10点法力值，最多100点。达到上限后恢复20%最大生命值。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/120908ab0b5c113e2d9fab28cff29d8b6a3e465726cceb1020fb566baa1d6ac4.webp,官方 2026-08-28,官方卡牌资料
equipment-643702,冥王,装备牌,2,无阵营,1,唯一。穿戴者周围1格每有1个敌方单位，获得10点物理防御和15%基础物理攻击力。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/70693bcfebad64a91fe79d5a6cadca8b1ffc415027a43ea8412c02af17edacf0.webp,官方 2026-08-28,官方卡牌资料
equip-overlord,霸者重铠,装备牌,2,无阵营,1,唯一。生命值高于70%时获得40%伤害减免。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/7db44b34effaa0dffa8e0a957b755f3bf5f9c5ffb8ba832060258ad47c21507b.webp,官方 2026-08-28,官方卡牌资料
equip-643502,不死鸟之眼,装备牌,2,无阵营,1,唯一。增加15%基础生命值，生命恢复和护盾效果提升30%。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/a9967944b8035ccbb1f7100e8b4be7f25b44b7a24f872813db76ec0ef3243fac.webp,官方 2026-08-28,官方卡牌资料
equipment-643604,反伤重甲,装备牌,2,无阵营,1,唯一。将受到伤害的30%以真实伤害回敬给目标。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/e104bec95c939a256c28b10dd2d17c22065ca4b55be5c769cf8a8230af089d3d.webp,官方 2026-08-28,官方卡牌资料
equipment-643504,红莲炎甲,装备牌,2,无阵营,1,唯一。每2秒对周围1格敌人造成20（+5%穿戴者最大生命值）点法术伤害，并降低目标50%生命恢复和吸血效果，持续3秒。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/988929e939fcce1258a110ecfad6823586471e970c3f0cfeffa2e013a5e3397f.webp,官方 2026-08-28,官方卡牌资料
equipment-643603,近卫荣耀,装备牌,2,无阵营,1,唯一。战斗开始时，周围1格己方单位获得10点物理和法术防御，穿戴者获得双倍效果，不可叠加。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/c8e4226c6ff13c09f0e37f7a590318348b4814067b91cbdab584a7379d97a861.webp,官方 2026-08-28,官方卡牌资料
equip-643601,不祥征兆,装备牌,2,无阵营,1,唯一。战斗前15秒，格挡50%普通攻击伤害，若攻击者攻速高于1.5，则格挡70%普通攻击伤害。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/9372ac7dceaa4b098332f2ceb89fb3309fc62432b2b44fa927e4a00b1fc78039.webp,官方 2026-08-28,官方卡牌资料
equipment-644103,断念,装备牌,3,无阵营,1,唯一。造成伤害时，本场战斗降低敌方单位20%最大生命值上限（不可叠加）。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/84a28772b59f7c0fd72daa60be61b6c01e64b5301005be48eab35dcb0fdd092c.webp,官方 2026-08-28,官方卡牌资料
equipment-641006,鼓舞之戒,装备牌,3,无阵营,1,唯一。战斗开始时，与穿戴者同阵营的英雄，提升30%最大生命值。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/958e6b64b83a91b7e80754af7496c956c84da36be2558ca87ed6163447513131.webp,官方 2026-08-28,官方卡牌资料
equipment-643206,梦魇之牙,装备牌,3,无阵营,1,唯一。法术攻击力+35%。造成法术伤害时添加梦魇印记，持续5秒。带有印记的单位阵亡时，对周围1格敌方单位造成穿戴者法术攻击力×2的法术伤害。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/9bf16f3aea797202da843767ebf8e7f9f46dbb4427662062ec0a0b7798481a48.webp,官方 2026-08-28,官方卡牌资料
equipment-6363182,三分旗帜,装备牌,3,无阵营,1,仅三分英雄穿戴。将造成伤害的30%转化为治疗量，平摊给所有三分英雄。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/6fd6d2424de3032db85428621558347d44fef63fbb7d7784831913033ceb2e44.webp,官方 2026-08-28,官方卡牌资料
equipment-644111,怒神项链,装备牌,3,无阵营,1,唯一。暴击率+50%，法术伤害可以暴击。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/3c5bf2ef29be1d4155b9af93d322edff5c9f47aa79fed1415664088e5892f048.webp,官方 2026-08-28,官方卡牌资料
equipment-644110,魂灭灵冠,装备牌,3,无阵营,1,唯一。阵亡时，对周围1格敌人造成目标35%最大生命值的真实伤害。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/225bec537d32f0eb038f17fb668ad2ba17c6ba9b99cbb1c3380b81f87b9cc3e4.webp,官方 2026-08-28,官方卡牌资料
equipment-644109,灵泉项链,装备牌,3,无阵营,1,唯一。战斗开始时，周围1格的单位每秒回复4点法力值。穿戴者法力值上限-10。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/5b9c0f544e8576f8833971e46df37005a22ce31310c4339e9ba75a5ee9ab772a.webp,官方 2026-08-28,官方卡牌资料
equipment-644107,魂祭绝刃,装备牌,3,无阵营,1,唯一。攻击速度+50%，物理和法术吸血+30%。战斗开始时，扣除50%最大生命值。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/cb9e38a73c0aaaa0c123618e8e0f6c2113220ab8d1496aa655c72b139e151461.webp,官方 2026-08-28,官方卡牌资料
equipment-644102,破阵战芒,装备牌,3,无阵营,1,唯一。仅1-3阶英雄可穿戴。战斗开始时，获得等级×1%的伤害加成和攻速，上限50%。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/839130f92d39102106d7f5507432456c79a95e7cf86e23c0d573bd949e6b1833.webp,官方 2026-08-28,官方卡牌资料
equipment-644104,法潮灵杖,装备牌,3,无阵营,1,唯一。法术攻击力+25%。战斗开始，会获得左右1格的英雄的100%法术攻击力。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/d5ab19d36bf97f46ebd35302a0155ff9b12080cd8ac2d397e48ca2c42e4a3eea.webp,官方 2026-08-28,官方卡牌资料
equipment-643303,末世,装备牌,3,无阵营,1,唯一。普通攻击会减少目标2%最大生命值并恢复等量生命值。穿戴者为近战英雄时，效果翻倍。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/e6a97c6cd54037833107eb1ac3b10bc0f742c01fce80544a4696c9ddbcea1c38.webp,官方 2026-08-28,官方卡牌资料
equipment-644106,光辉圣铠,装备牌,3,无阵营,1,唯一。每秒恢复50+4%最大生命值。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/582ca2c75c527b5afe4f4791bc03b777d99b23b213d2eb5ce5f9bed4b221d8ed.webp,官方 2026-08-28,官方卡牌资料
equip-life-orb,护命灵珠,装备牌,3,无阵营,1,唯一。每4秒获得基础生命值25%的护盾。拥有护盾时伤害提升25%，护盾被击破则移除。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/5c160231c12616ed2ab330d95174aec5a16296e5fa160aec143c46836f14af86.webp,官方 2026-08-28,官方卡牌资料
equipment-644004,灵泉法杖,装备牌,3,无阵营,1,唯一。获得闪现，每次闪现后普攻附带一次重击：造成300%伤害并且眩晕敌方1秒，每次击败敌方单位再次触发闪现。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/896d74348c84278401d7516b4391502f95477d0a663ea238c58c3af17e78a374.webp,官方 2026-08-28,官方卡牌资料
equipment-644101,破妄之刃,装备牌,3,无阵营,1,唯一。移动速度提升60%，造成伤害的50%会转化为真实伤害。免疫减速效果。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/75ee9320c55119593ff4982192e2992d064b5df8d7dfed722ec36071d47058a4.webp,官方 2026-08-28,官方卡牌资料
equipment-641023,不屈意志,装备牌,3,无阵营,1,唯一。战斗开始及之后每3秒获得场上友军穿戴不屈意志数量x2的临时等级。阵亡时，将自身等级的30%平均分配给穿戴不屈意志的友军。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/649449c1ce8804dc56b751876cf2d158ddec03e21c92860a6557fe247b7c0d28.webp,官方 2026-08-28,官方卡牌资料
equipment-641001,学识宝石,装备牌,5,无阵营,1,唯一 每回合开始时等级+8%（至少+3级）并减少2点法力值上限。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/f26f2c78ee1b18e5428bb7219439b625e69fccba3e24629c9ca9b9fd2f0dbb44.webp,官方 2026-08-28,官方卡牌资料
equipment-644114,怒莲之刺,装备牌,5,无阵营,1,唯一。提升100%攻速，受到的全部伤害转移给穿戴银莲庇佑的单位。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/e4292a00d4da92bf49cf26ae275c503612cc85facebd332a7ed616d4a0c08108.webp,官方 2026-08-28,官方卡牌资料
equipment-643801,噬神之书,装备牌,5,无阵营,1,法术攻击力+100，法术吸血+60%。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/5f249f85065d192dff1e8b713fd2923818646aa37e848a54cf03d7ed52671746.webp,官方 2026-08-28,官方卡牌资料
equipment-643701,征服之剑,装备牌,5,无阵营,1,物理吸血+30%。生命值低于50%时，此吸血效果翻倍。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/fdc9f6d286e3bb47c706309b557ca37e75de692ad280e2a56691cf4b515df710.webp,官方 2026-08-28,官方卡牌资料
equipment-641014,盛华,装备牌,5,无阵营,1,唯一，无法拆卸。每次战斗结束后永久增加200点生命值，战斗胜利翻倍。增加生命值超过2000时，额外增加15%生命值上限。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/ffdee903c0e0015efeab9c66fb2a5ecb5d98ade971fc5cac0791080c81945df7.webp,官方 2026-08-28,官方卡牌资料
equipment-641009,静谧之铃,装备牌,5,无阵营,1,唯一。敌方等级最高的两名英雄释放技能后5秒内无法恢复法力值，在此期间每0.5秒受到穿戴者20%法术攻击力的法术伤害。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/5bbb8f94ae06816b205a8ff129835e27d18818eb05f1aace1a5bc5b40d3be2ed.webp,官方 2026-08-28,官方卡牌资料
equipment-641005,捕能手套,装备牌,5,无阵营,1,唯一。每击败1名英雄，获得1能量。单回合击败不少于5名英雄时，获得能量转换。能量转换：消耗3能量，获得与棋手等级相对应的效果锦囊牌（不超过5阶）。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/adcac9e443e5ff043999994bd714d32c5b6c19784969958ec7851d2155727864.webp,官方 2026-08-28,官方卡牌资料
equipment-641004,分身镜,装备牌,5,无阵营,1,唯一。战斗开始时，召唤1个承受350%伤害的复制体（无卡牌效果）。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/7bc42591a8b108fc99c264bbb7ad4c1e83266f7069742cd5ffe14f731b0f665e.webp,官方 2026-08-28,官方卡牌资料
equipment-644113,驱雷,装备牌,5,无阵营,1,唯一。每2秒召唤2道雷电轰击敌我双方任意2名单位（穿戴者除外）。造成目标30%最大生命值的法术伤害（命中友军不触发吸血）。若命中司空震则改为使其快速攻击4次。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/a2a018b3b4c4f647cdc5f694792ef8d73cae515ea02433ee3c3af217f36adf5c.webp,官方 2026-08-28,官方卡牌资料
equipment-641021,青莲剑谱,装备牌,5,无阵营,1,唯一，限定近战英雄。暴击率+40%。穿戴者释放的技能替换为青莲剑歌。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/31d07f4c6e53bd511fa3787d69c5e1f07f3fb4fa212b4d840e6485c2732a1992.webp,官方 2026-08-28,官方卡牌资料
equipment-644115,银莲庇佑,装备牌,5,无阵营,1,唯一。提升10点物理及法术防御力，替穿戴怒莲之刺的英雄承担伤害。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/54202d8261a0a847c133386c6333082a09ae619bd9a55fb47130df34103ef383.webp,官方 2026-08-28,官方卡牌资料
equipment-644116,机器头,装备牌,5,无阵营,1,唯一。战斗开始，英雄固定0.4的攻击速度，获得60%伤害加成。免疫负面效果。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/3a984c7b06b4a14acb9dc8e724ef58b30ebee1abbee8950fec6107a680c8116e.webp,官方 2026-08-28,官方卡牌资料
equipment-644117,阿科米亚之子,装备牌,5,无阵营,1,唯一。参与阿科米亚核心的等级分配。穿戴者及周围1格单位每秒恢复4法力值与2%最大生命值。友军经过时获得同等效果，持续8秒。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/386939be12538fe58a519d38c21b46f78a009442b1e87efce6c438311cb50d9f.webp,官方 2026-08-28,官方卡牌资料
equipment-644119,磐石之心,装备牌,5,无阵营,1,唯一。每次受到伤害不会超过15%最大生命值。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/6f00a6b47fe32328950a0c19d8ccc24d929d35bf1eda019f92bd21c8d3610217.webp,官方 2026-08-28,官方卡牌资料
equipment-641002,百锻刀,装备牌,5,无阵营,1,唯一，无法拆卸。物理攻击力+30。每击败1名英雄，永久获得5点物理攻击力，战斗胜利翻倍（已击败：0）。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/20f0b0b51171687e61b87d47fefcb42a8c55fb0abadc4b50dc204cf206485a7d.webp,官方 2026-08-28,官方卡牌资料
equipment-641008,小鹿的庇护,装备牌,5,无阵营,,唯一。穿戴者所受伤害的30%将转移到小鹿身上。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/92663cb97dbdf571066ed4a70f8ebfd3576c490906e6fd9d56365c40097fac45.webp,官方 2026-08-28,官方卡牌资料
equipment-641003,聚灵法杖,装备牌,5,无阵营,1,唯一，无法拆卸。法术攻击力+30，普攻附带自身70%法术攻击力。每击败1名英雄，永久获得5点法术攻击力，战斗胜利翻倍（已击败：0)。,,https://assets.wanxiangqiwiki.com/assets/official/2026-08-28/72da950c1fe80f6367f567330710b9864b1d4d10af43e5db1a6d522d1b90ee8c.webp,官方 2026-08-28,官方卡牌资料
equipment-41124,星源装甲,装备牌,3,无阵营,1,【日落海】专属装备 物理和法术吸血+20%。唯一被动：释放技能后的2秒内免疫控制。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_火鹰装甲_41124_主卡图.webp,历史资料,历史卡牌资料
equipment-41125,星源狩枪,装备牌,3,无阵营,1,【日落海】专属装备 物理和法术攻击力+20%。唯一被动：法力值上限-20，且技能会直接击败生命值10%以下的敌人。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_火鹰狩枪_41125_主卡图.webp,历史资料,历史卡牌资料
equipment-41126,星源星徽,装备牌,3,无阵营,1,【日落海】专属装备 唯一被动：该英雄不会被阿科米亚核心分配等级。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_火鹰星徽_41126_主卡图.webp,历史资料,历史卡牌资料
equipment-41127,星源合金盾,装备牌,3,无阵营,1,【日落海】专属装备 物理和法术防御力+20。唯一被动：受到的伤害-20%。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_火鹰合金盾_41127_主卡图.webp,历史资料,历史卡牌资料
equipment-41128,月影之力,装备牌,3,无阵营,1,【日落海】专属装备 生命值上限+15%。唯一被动：露娜释放2次技能后，将释放1次【月下无限连】（仅露娜穿戴时生效，每场战斗限1次）。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_月影之力_41128_主卡图.webp,历史资料,历史卡牌资料
equip-seed,玄微之种,装备牌,1,无阵营,1,穿戴者获得牺牲：生命值百分比最低的己方英雄恢复200（+20%最大生命值）点生命值。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_玄微之种_42101_主卡图.webp,历史资料,历史卡牌资料
equip-sword,双剑·雄,装备牌,1,无阵营,1,攻击速度+30%。若穿戴者为干将莫邪，其法力值上限降低至10。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_双剑·雄_42102_主卡图.webp,历史资料,历史卡牌资料
equip-42103,双剑·雌,装备牌,1,无阵营,1,法术攻击力+15%，穿戴者击败敌方英雄时，自身等级永久+1，若穿戴者为干将莫邪，等级额外+1。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_双剑·雌_42103_主卡图.webp,历史资料,历史卡牌资料
equipment-6365172,流云之刺,装备牌,3,无阵营,1,唯一。攻击速度+30%。每对目标进行3次普通攻击，会召唤云中君灵体对其造成4%最大生命值的物理伤害并降低其5点护甲。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_流云之刺_6365172_主卡图.webp,历史资料,历史卡牌资料
equipment-6365173,翼苍穹盾,装备牌,3,无阵营,1,唯一。物理和法术防御力+10。敌方每阵亡1个单位，再各提升10点，上限100点。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_翼苍穹盾_6365173_主卡图.webp,历史资料,历史卡牌资料
equipment-6365174,掠魂爪,装备牌,3,无阵营,1,唯一。物理和法术吸血+50%。普通攻击额外造成目标8%当前生命值的物理伤害。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_掠魂爪_6365174_主卡图.webp,历史资料,历史卡牌资料
equipment-6365175,永冻霜羽,装备牌,3,无阵营,1,唯一。法术攻击力+100 。对每个目标首次造成法术伤害时，将冻结目标2秒。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_永冻霜羽_6365175_主卡图.webp,历史资料,历史卡牌资料
